pi,si,user,label,valid,pad,source_trial,sample_id,y,cv_fold
1,133,user_1,K,92,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_133,9,0
1,134,user_1,H,95,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_134,6,0
2,26,user_2,J,104,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_26,8,1
2,27,user_2,B,115,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_27,1,1
2,28,user_2,X,83,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_28,11,1
2,29,user_2,E,114,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_29,4,1
2,33,user_2,G,100,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_33,5,1
2,37,user_2,C,69,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_37,2,1
2,39,user_2,I,88,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_39,7,1
2,40,user_2,D,90,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_40,3,1
2,41,user_2,H,96,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_41,6,1
2,44,user_2,A,93,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_44,0,1
2,46,user_2,K,92,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_46,9,1
2,72,user_2,X,79,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_72,11,1
2,73,user_2,B,110,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_73,1,1
2,78,user_2,A,96,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_78,0,1
2,80,user_2,K,98,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_80,9,1
2,86,user_2,L,75,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_86,10,1
2,87,user_2,J,80,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_87,8,1
2,88,user_2,C,68,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_88,2,1
2,89,user_2,I,96,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_89,7,1
2,90,user_2,E,110,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_90,4,1
2,92,user_2,D,86,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_92,3,1
2,96,user_2,G,108,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_96,5,1
2,97,user_2,H,101,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_97,6,1
3,28,user_3,J,57,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_28,8,3
3,29,user_3,B,102,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_29,1,3
3,30,user_3,X,70,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_30,11,3
3,31,user_3,E,114,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_31,4,3
3,35,user_3,G,109,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_35,5,3
3,39,user_3,C,72,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_39,2,3
3,41,user_3,I,93,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_41,7,3
3,42,user_3,D,95,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_42,3,3
3,43,user_3,H,102,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_43,6,3
3,46,user_3,A,109,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_46,0,3
3,48,user_3,K,108,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_48,9,3
3,50,user_3,A,104,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_50,0,3
3,51,user_3,G,114,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_51,5,3
3,53,user_3,H,102,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_53,6,3
3,56,user_3,E,115,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_56,4,3
3,58,user_3,D,95,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_58,3,3
3,60,user_3,J,58,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_60,8,3
3,61,user_3,I,91,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_61,7,3
3,62,user_3,B,119,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_62,1,3
3,65,user_3,X,86,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_65,11,3
3,67,user_3,K,103,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_67,9,3
3,70,user_3,C,70,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_70,2,3
3,72,user_3,L,61,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_72,10,3
3,99,user_3,K,108,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_99,9,3
3,100,user_3,X,94,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_100,11,3
3,103,user_3,C,76,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_103,2,3
3,104,user_3,A,119,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_104,0,3
3,105,user_3,L,77,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_105,10,3
3,106,user_3,H,110,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_106,6,3
3,110,user_3,B,126,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_110,1,3
3,111,user_3,I,98,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_111,7,3
3,114,user_3,G,113,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_114,5,3
3,117,user_3,E,125,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_117,4,3
4,24,user_4,L,69,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_24,10,4
4,27,user_4,J,85,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_27,8,4
4,28,user_4,B,114,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_28,1,4
4,29,user_4,X,96,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_29,11,4
4,30,user_4,E,116,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_30,4,4
4,34,user_4,G,112,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_34,5,4
4,38,user_4,C,117,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_38,2,4
4,40,user_4,I,75,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_40,7,4
4,41,user_4,D,93,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_41,3,4
4,42,user_4,H,127,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_42,6,4
4,45,user_4,A,117,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_45,0,4
4,47,user_4,K,104,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_47,9,4
4,71,user_4,G,108,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_71,5,4
4,73,user_4,H,107,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_73,6,4
4,76,user_4,E,117,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_76,4,4
4,78,user_4,D,96,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_78,3,4
4,80,user_4,J,75,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_80,8,4
4,81,user_4,I,59,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_81,7,4
4,82,user_4,B,105,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_82,1,4
4,85,user_4,X,94,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_85,11,4
4,87,user_4,K,110,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_87,9,4
4,90,user_4,C,62,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_90,2,4
4,92,user_4,L,67,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_92,10,4
5,28,user_5,J,68,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_28,8,2
5,29,user_5,B,101,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_29,1,2
5,30,user_5,X,77,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_30,11,2
5,31,user_5,E,92,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_31,4,2
5,35,user_5,G,86,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_35,5,2
5,39,user_5,C,58,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_39,2,2
5,41,user_5,I,92,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_41,7,2
5,42,user_5,D,79,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_42,3,2
5,43,user_5,H,96,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_43,6,2
5,46,user_5,A,89,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_46,0,2
5,48,user_5,K,73,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_48,9,2
5,76,user_5,I,102,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_76,7,2
5,77,user_5,H,97,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_77,6,2
5,82,user_5,B,109,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_82,1,2
5,83,user_5,L,69,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_83,10,2
5,85,user_5,D,88,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_85,3,2
5,86,user_5,J,81,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_86,8,2
5,87,user_5,E,103,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_87,4,2
5,88,user_5,A,99,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_88,0,2
5,91,user_5,X,82,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_91,11,2
5,95,user_5,C,63,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_95,2,2
6,24,user_6,J,46,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_24,8,1
6,25,user_6,B,77,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_25,1,1
6,26,user_6,X,58,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_26,11,1
6,27,user_6,E,88,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_27,4,1
6,31,user_6,G,112,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_31,5,1
6,35,user_6,C,60,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_35,2,1
6,37,user_6,I,49,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_37,7,1
6,38,user_6,D,83,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_38,3,1
6,39,user_6,H,87,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_39,6,1
6,42,user_6,A,84,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_42,0,1
6,44,user_6,K,71,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_44,9,1
6,48,user_6,G,113,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_48,5,1
6,50,user_6,J,52,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_50,8,1
6,52,user_6,D,78,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_52,3,1
6,55,user_6,E,94,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_55,4,1
6,56,user_6,H,87,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_56,6,1
6,57,user_6,B,102,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_57,1,1
6,58,user_6,L,55,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_58,10,1
6,59,user_6,A,131,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_59,0,1
6,60,user_6,K,80,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_60,9,1
6,63,user_6,I,62,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_63,7,1
6,87,user_6,H,75,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_87,6,1
6,90,user_6,E,94,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_90,4,1
6,92,user_6,D,79,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_92,3,1
6,94,user_6,J,57,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_94,8,1
6,95,user_6,I,50,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_95,7,1
6,96,user_6,B,124,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_96,1,1
6,98,user_6,X,62,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_98,11,1
6,100,user_6,K,86,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_100,9,1
6,102,user_6,C,54,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_102,2,1
6,104,user_6,L,54,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_104,10,1
7,50,user_7,C,96,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_50,2,2
7,52,user_7,G,158,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_52,5,2
7,54,user_7,J,87,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_54,8,2
7,56,user_7,D,128,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_56,3,2
7,59,user_7,E,164,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_59,4,2
7,60,user_7,H,146,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_60,6,2
7,61,user_7,B,169,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_61,1,2
7,62,user_7,L,89,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_62,10,2
7,63,user_7,A,147,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_63,0,2
7,64,user_7,K,141,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_64,9,2
7,68,user_7,I,67,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_68,7,2
7,93,user_7,A,149,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_93,0,2
7,95,user_7,D,128,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_95,3,2
7,97,user_7,K,130,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_97,9,2
7,98,user_7,B,158,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_98,1,2
7,99,user_7,L,97,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_99,10,2
7,106,user_7,H,170,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_106,6,2
7,107,user_7,X,120,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_107,11,2
7,108,user_7,J,90,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_108,8,2
7,109,user_7,C,93,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_109,2,2
7,113,user_7,G,136,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_113,5,2
7,114,user_7,E,165,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_114,4,2
7,116,user_7,I,71,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_116,7,2
8,26,user_8,J,76,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_26,8,2
8,27,user_8,B,112,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_27,1,2
8,28,user_8,X,99,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_28,11,2
8,29,user_8,E,153,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_29,4,2
8,33,user_8,G,99,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_33,5,2
8,37,user_8,C,70,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_37,2,2
8,39,user_8,I,98,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_39,7,2
8,40,user_8,D,87,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_40,3,2
8,41,user_8,H,100,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_41,6,2
8,44,user_8,A,97,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_44,0,2
8,46,user_8,K,98,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_46,9,2
8,70,user_8,A,100,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_70,0,2
8,71,user_8,K,99,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_71,9,2
8,73,user_8,B,122,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_73,1,2
8,76,user_8,E,125,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_76,4,2
8,78,user_8,L,65,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_78,10,2
8,79,user_8,J,79,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_79,8,2
8,80,user_8,G,125,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_80,5,2
8,81,user_8,D,91,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_81,3,2
8,85,user_8,C,66,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_85,2,2
8,87,user_8,I,108,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_87,7,2
8,90,user_8,H,116,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_90,6,2
9,24,user_9,J,64,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_24,8,4
9,25,user_9,B,164,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_25,1,4
9,26,user_9,X,102,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_26,11,4
9,27,user_9,E,121,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_27,4,4
9,31,user_9,G,109,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_31,5,4
9,35,user_9,C,93,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_35,2,4
9,37,user_9,I,59,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_37,7,4
9,38,user_9,H,159,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_38,6,4
9,41,user_9,A,131,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_41,0,4
9,43,user_9,K,112,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_43,9,4
9,68,user_9,H,96,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_68,6,4
9,71,user_9,E,95,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_71,4,4
9,73,user_9,D,112,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_73,3,4
9,75,user_9,J,73,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_75,8,4
9,76,user_9,I,53,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_76,7,4
9,77,user_9,B,140,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_77,1,4
9,80,user_9,X,90,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_80,11,4
9,82,user_9,K,98,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_82,9,4
9,85,user_9,C,74,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_85,2,4
9,87,user_9,L,63,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_87,10,4
10,28,user_10,J,54,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_28,8,1
10,29,user_10,B,81,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_29,1,1
10,30,user_10,X,68,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_30,11,1
