user,action,label,valid,pad,source_trial,sample_id,y,cv_fold,split
user_1,0,I,49,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_81,7,0,train
user_1,0,B,102,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_82,1,0,train
user_1,0,X,74,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_84,11,0,train
user_1,0,K,88,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_86,9,0,train
user_1,0,C,67,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_89,2,0,train
user_1,0,L,61,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_91,10,0,train
user_1,0,E,107,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_114,4,0,train
user_1,0,J,81,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_115,8,0,train
user_1,0,D,86,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_117,3,0,train
user_1,0,X,77,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_121,11,0,train
user_1,0,C,67,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_127,2,0,train
user_1,0,G,102,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_130,5,0,train
user_1,0,B,98,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_131,1,0,train
user_1,0,L,60,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_132,10,0,train
user_1,0,K,92,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_133,9,0,train
user_1,0,H,95,256,user_1/action_0/user_1_action_0,user_1/action_0/user_1_action_0/segment_134,6,0,train
user_2,0,J,104,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_26,8,1,test
user_2,0,B,115,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_27,1,1,test
user_2,0,X,83,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_28,11,1,test
user_2,0,E,114,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_29,4,1,test
user_2,0,G,100,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_33,5,1,test
user_2,0,C,69,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_37,2,1,test
user_2,0,I,88,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_39,7,1,test
user_2,0,D,90,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_40,3,1,test
user_2,0,H,96,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_41,6,1,test
user_2,0,A,93,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_44,0,1,test
user_2,0,K,92,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_46,9,1,test
user_2,0,X,79,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_72,11,1,test
user_2,0,B,110,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_73,1,1,test
user_2,0,A,96,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_78,0,1,test
user_2,0,K,98,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_80,9,1,test
user_2,0,L,75,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_86,10,1,test
user_2,0,J,80,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_87,8,1,test
user_2,0,C,68,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_88,2,1,test
user_2,0,I,96,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_89,7,1,test
user_2,0,E,110,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_90,4,1,test
user_2,0,D,86,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_92,3,1,test
user_2,0,G,108,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_96,5,1,test
user_2,0,H,101,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_97,6,1,test
user_3,0,J,57,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_28,8,3,train
user_3,0,B,102,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_29,1,3,train
user_3,0,X,70,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_30,11,3,train
user_3,0,E,114,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_31,4,3,train
user_3,0,G,109,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_35,5,3,train
user_3,0,C,72,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_39,2,3,train
user_3,0,I,93,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_41,7,3,train
user_3,0,D,95,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_42,3,3,train
user_3,0,H,102,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_43,6,3,train
user_3,0,A,109,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_46,0,3,train
user_3,0,K,108,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_48,9,3,train
user_3,0,A,104,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_50,0,3,train
user_3,0,G,114,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_51,5,3,train
user_3,0,H,102,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_53,6,3,train
user_3,0,E,115,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_56,4,3,train
user_3,0,D,95,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_58,3,3,train
user_3,0,J,58,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_60,8,3,train
user_3,0,I,91,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_61,7,3,train
user_3,0,B,119,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_62,1,3,train
user_3,0,X,86,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_65,11,3,train
user_3,0,K,103,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_67,9,3,train
user_3,0,C,70,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_70,2,3,train
user_3,0,L,61,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_72,10,3,train
user_3,0,K,108,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_99,9,3,train
user_3,0,X,94,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_100,11,3,train
user_3,0,C,76,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_103,2,3,train
user_3,0,A,119,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_104,0,3,train
user_3,0,L,77,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_105,10,3,train
user_3,0,H,110,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_106,6,3,train
user_3,0,B,126,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_110,1,3,train
user_3,0,I,98,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_111,7,3,train
user_3,0,G,113,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_114,5,3,train
user_3,0,E,125,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_117,4,3,train
user_4,0,L,69,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_24,10,4,train
user_4,0,J,85,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_27,8,4,train
user_4,0,B,114,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_28,1,4,train
user_4,0,X,96,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_29,11,4,train
user_4,0,E,116,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_30,4,4,train
user_4,0,G,112,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_34,5,4,train
user_4,0,C,117,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_38,2,4,train
user_4,0,I,75,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_40,7,4,train
user_4,0,D,93,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_41,3,4,train
user_4,0,H,127,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_42,6,4,train
user_4,0,A,117,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_45,0,4,train
user_4,0,K,104,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_47,9,4,train
user_4,0,G,108,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_71,5,4,train
user_4,0,H,107,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_73,6,4,train
user_4,0,E,117,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_76,4,4,train
user_4,0,D,96,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_78,3,4,train
user_4,0,J,75,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_80,8,4,train
user_4,0,I,59,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_81,7,4,train
user_4,0,B,105,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_82,1,4,train
user_4,0,X,94,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_85,11,4,train
user_4,0,K,110,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_87,9,4,train
user_4,0,C,62,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_90,2,4,train
user_4,0,L,67,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_92,10,4,train
user_5,0,J,68,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_28,8,2,val
user_5,0,B,101,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_29,1,2,val
user_5,0,X,77,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_30,11,2,val
user_5,0,E,92,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_31,4,2,val
user_5,0,G,86,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_35,5,2,val
user_5,0,C,58,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_39,2,2,val
user_5,0,I,92,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_41,7,2,val
user_5,0,D,79,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_42,3,2,val
user_5,0,H,96,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_43,6,2,val
user_5,0,A,89,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_46,0,2,val
user_5,0,K,73,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_48,9,2,val
user_5,0,I,102,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_76,7,2,val
user_5,0,H,97,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_77,6,2,val
user_5,0,B,109,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_82,1,2,val
user_5,0,L,69,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_83,10,2,val
user_5,0,D,88,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_85,3,2,val
user_5,0,J,81,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_86,8,2,val
user_5,0,E,103,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_87,4,2,val
user_5,0,A,99,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_88,0,2,val
user_5,0,X,82,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_91,11,2,val
user_5,0,C,63,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_95,2,2,val
user_6,0,J,46,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_24,8,1,test
user_6,0,B,77,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_25,1,1,test
user_6,0,X,58,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_26,11,1,test
user_6,0,E,88,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_27,4,1,test
user_6,0,G,112,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_31,5,1,test
user_6,0,C,60,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_35,2,1,test
user_6,0,I,49,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_37,7,1,test
user_6,0,D,83,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_38,3,1,test
user_6,0,H,87,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_39,6,1,test
user_6,0,A,84,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_42,0,1,test
user_6,0,K,71,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_44,9,1,test
user_6,0,G,113,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_48,5,1,test
user_6,0,J,52,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_50,8,1,test
user_6,0,D,78,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_52,3,1,test
user_6,0,E,94,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_55,4,1,test
user_6,0,H,87,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_56,6,1,test
user_6,0,B,102,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_57,1,1,test
user_6,0,L,55,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_58,10,1,test
user_6,0,A,131,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_59,0,1,test
user_6,0,K,80,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_60,9,1,test
user_6,0,I,62,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_63,7,1,test
user_6,0,H,75,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_87,6,1,test
user_6,0,E,94,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_90,4,1,test
user_6,0,D,79,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_92,3,1,test
user_6,0,J,57,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_94,8,1,test
user_6,0,I,50,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_95,7,1,test
user_6,0,B,124,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_96,1,1,test
user_6,0,X,62,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_98,11,1,test
user_6,0,K,86,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_100,9,1,test
user_6,0,C,54,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_102,2,1,test
user_6,0,L,54,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_104,10,1,test
user_7,0,C,96,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_50,2,2,val
user_7,0,G,158,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_52,5,2,val
user_7,0,J,87,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_54,8,2,val
user_7,0,D,128,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_56,3,2,val
user_7,0,E,164,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_59,4,2,val
user_7,0,H,146,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_60,6,2,val
user_7,0,B,169,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_61,1,2,val
user_7,0,L,89,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_62,10,2,val
user_7,0,A,147,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_63,0,2,val
user_7,0,K,141,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_64,9,2,val
user_7,0,I,67,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_68,7,2,val
user_7,0,A,149,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_93,0,2,val
user_7,0,D,128,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_95,3,2,val
user_7,0,K,130,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_97,9,2,val
user_7,0,B,158,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_98,1,2,val
user_7,0,L,97,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_99,10,2,val
user_7,0,H,170,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_106,6,2,val
user_7,0,X,120,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_107,11,2,val
user_7,0,J,90,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_108,8,2,val
user_7,0,C,93,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_109,2,2,val
user_7,0,G,136,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_113,5,2,val
user_7,0,E,165,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_114,4,2,val
user_7,0,I,71,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_116,7,2,val
user_8,0,J,76,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_26,8,2,val
user_8,0,B,112,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_27,1,2,val
user_8,0,X,99,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_28,11,2,val
user_8,0,E,153,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_29,4,2,val
user_8,0,G,99,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_33,5,2,val
user_8,0,C,70,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_37,2,2,val
user_8,0,I,98,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_39,7,2,val
user_8,0,D,87,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_40,3,2,val
user_8,0,H,100,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_41,6,2,val
user_8,0,A,97,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_44,0,2,val
user_8,0,K,98,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_46,9,2,val
user_8,0,A,100,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_70,0,2,val
user_8,0,K,99,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_71,9,2,val
user_8,0,B,122,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_73,1,2,val
user_8,0,E,125,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_76,4,2,val
user_8,0,L,65,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_78,10,2,val
user_8,0,J,79,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_79,8,2,val
user_8,0,G,125,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_80,5,2,val
user_8,0,D,91,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_81,3,2,val
user_8,0,C,66,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_85,2,2,val
user_8,0,I,108,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_87,7,2,val
user_8,0,H,116,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_90,6,2,val
user_9,0,J,64,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_24,8,4,train
user_9,0,B,164,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_25,1,4,train
user_9,0,X,102,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_26,11,4,train
user_9,0,E,121,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_27,4,4,train
user_9,0,G,109,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_31,5,4,train
user_9,0,C,93,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_35,2,4,train
user_9,0,I,59,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_37,7,4,train
user_9,0,H,159,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_38,6,4,train
user_9,0,A,131,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_41,0,4,train
user_9,0,K,112,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_43,9,4,train
user_9,0,H,96,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_68,6,4,train
user_9,0,E,95,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_71,4,4,train
user_9,0,D,112,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_73,3,4,train
user_9,0,J,73,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_75,8,4,train
user_9,0,I,53,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_76,7,4,train
user_9,0,B,140,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_77,1,4,train
user_9,0,X,90,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_80,11,4,train
user_9,0,K,98,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_82,9,4,train
user_9,0,C,74,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_85,2,4,train
user_9,0,L,63,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_87,10,4,train
user_10,0,J,54,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_28,8,1,test
user_10,0,B,81,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_29,1,1,test
user_10,0,X,68,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_30,11,1,test
