segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,gravity_removal_method,gravity_low_pass_cutoff_hz,gravity_madgwick_beta,is_last_label,segment_end_source,ring_source_path,label_source_path
15,user_0,0,0,15,c,1720476283706714.0,1720476285364437.0,5787,6122,1720476283758616.0,1720476285358457.0,335,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/0_ring_0.bin,data/user_0/0/0_timestamp.txt
16,user_0,0,0,16,o,1720476285364437.0,1720476287298750.0,6122,6510,1720476285372413.0,1720476287291761.0,388,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/0_ring_0.bin,data/user_0/0/0_timestamp.txt
17,user_0,0,0,17,i,1720476287298750.0,1720476289251503.0,6510,6892,1720476287354624.0,1720476289189743.0,382,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/0_ring_0.bin,data/user_0/0/0_timestamp.txt
18,user_0,0,0,18,d,1720476289251503.0,1720476291559779.0,6892,7360,1720476289275292.0,1720476291545484.0,468,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/0_ring_0.bin,data/user_0/0/0_timestamp.txt
19,user_0,0,0,19,h,1720476291559779.0,1720476293341654.0,7360,7716,1720476291560932.0,1720476293299539.0,356,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/0_ring_0.bin,data/user_0/0/0_timestamp.txt
20,user_0,0,0,20,w,1720476293341654.0,1720476295322141.0,7716,8117,1720476293362492.0,1720476295318960.0,401,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/0_ring_0.bin,data/user_0/0/0_timestamp.txt
21,user_0,0,0,21,q,1720476295322141.0,1720476297276980.0,8117,8514,1720476295350322.0,1720476297275925.0,397,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/0_ring_0.bin,data/user_0/0/0_timestamp.txt
22,user_0,0,0,22,a,1720476297276980.0,1720476299302977.0,8514,8921,1720476297276980.0,1720476299290755.0,407,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/0_ring_0.bin,data/user_0/0/0_timestamp.txt
23,user_0,0,0,23,p,1720476299302977.0,1720476301379313.0,8921,9336,1720476299352031.0,1720476301372710.0,415,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/0_ring_0.bin,data/user_0/0/0_timestamp.txt
24,user_0,0,0,24,k,1720476301379313.0,1720476304184455.0,9336,9898,1720476301387581.0,1720476304177260.0,562,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/0_ring_0.bin,data/user_0/0/0_timestamp.txt
25,user_0,0,0,25,v,1720476304184455.0,,9898,10247,1720476304193055.0,1720476305894185.0,349,low-pass,0.2,0.1,True,ring_recording_end,data/user_0/0/0_ring_0.bin,data/user_0/0/0_timestamp.txt
26,user_0,0,1,0,S,1720476334668781.0,1720476337064078.0,415,885,1720476334681923.0,1720476336995872.0,470,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
27,user_0,0,1,1,L,1720476337064078.0,1720476338756501.0,885,1232,1720476337074205.0,1720476338751960.0,347,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
28,user_0,0,1,2,T,1720476338756501.0,1720476340684894.0,1232,1627,1720476338766738.0,1720476340679067.0,395,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
29,user_0,0,1,3,F,1720476340684894.0,1720476342838362.0,1627,2050,1720476340699174.0,1720476342789665.0,423,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
30,user_0,0,1,4,J,1720476342838362.0,1720476344512805.0,2050,2391,1720476342866460.0,1720476344504430.0,341,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
31,user_0,0,1,5,B,1720476344512805.0,1720476347007860.0,2391,2894,1720476344552268.0,1720476346989805.0,503,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
32,user_0,0,1,6,X,1720476347007860.0,1720476349001340.0,2894,3295,1720476347052120.0,1720476348993324.0,401,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
33,user_0,0,1,7,E,1720476349001340.0,1720476351331180.0,3295,3757,1720476349071227.0,1720476351295736.0,462,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
34,user_0,0,1,8,U,1720476351331180.0,1720476353215245.0,3757,4139,1720476351358183.0,1720476353195520.0,382,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
35,user_0,0,1,9,N,1720476353215245.0,1720476355486333.0,4139,4600,1720476353258599.0,1720476355467339.0,461,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
36,user_0,0,1,10,M,1720476355486333.0,1720476358064228.0,4600,5103,1720476355491319.0,1720476357989247.0,503,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
37,user_0,0,1,11,G,1720476358064228.0,1720476360325772.0,5103,5565,1720476358092803.0,1720476360313003.0,462,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
38,user_0,0,1,12,Z,1720476360325772.0,1720476362298219.0,5565,5966,1720476360359942.0,1720476362284658.0,401,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
39,user_0,0,1,13,Y,1720476362298219.0,1720476364134884.0,5966,6329,1720476362300449.0,1720476364089150.0,363,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
40,user_0,0,1,14,R,1720476364134884.0,1720476366556355.0,6329,6817,1720476364151413.0,1720476366549007.0,488,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
41,user_0,0,1,15,C,1720476366556355.0,1720476368056999.0,6817,7118,1720476366564394.0,1720476368055945.0,301,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
42,user_0,0,1,16,O,1720476368056999.0,1720476369786826.0,7118,7473,1720476368071416.0,1720476369768766.0,355,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
43,user_0,0,1,17,I,1720476369786826.0,1720476371028533.0,7473,7715,1720476369790578.0,1720476371019535.0,242,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
44,user_0,0,1,18,D,1720476371028533.0,1720476373182533.0,7715,8143,1720476371054299.0,1720476373175949.0,428,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
45,user_0,0,1,19,H,1720476373182533.0,1720476375652947.0,8143,8639,1720476373191022.0,1720476375598196.0,496,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
46,user_0,0,1,20,W,1720476375652947.0,1720476378306790.0,8639,9181,1720476375661169.0,1720476378296082.0,542,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
47,user_0,0,1,21,Q,1720476378306790.0,1720476380846781.0,9181,9684,1720476378359097.0,1720476380791936.0,503,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
48,user_0,0,1,22,A,1720476380846781.0,1720476383753124.0,9684,10266,1720476380853297.0,1720476383698692.0,582,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
49,user_0,0,1,23,P,1720476383753124.0,1720476386160549.0,10266,10754,1720476383776680.0,1720476386149068.0,488,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
50,user_0,0,1,24,K,1720476386160549.0,1720476388675773.0,10754,11264,1720476386164348.0,1720476388664643.0,510,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
51,user_0,0,1,25,V,1720476388675773.0,,11264,11812,1720476388689991.0,1720476391386683.0,548,low-pass,0.2,0.1,True,ring_recording_end,data/user_0/0/1_ring_0.bin,data/user_0/0/1_timestamp.txt
52,user_0,0,2,0,v,1720476420821753.0,1720476423169091.0,469,937,1720476420860918.0,1720476423154365.0,468,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
53,user_0,0,2,1,x,1720476423169091.0,1720476425346875.0,937,1373,1720476423174578.0,1720476425300639.0,436,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
54,user_0,0,2,2,t,1720476425346875.0,1720476427501018.0,1373,1815,1720476425359855.0,1720476427496690.0,442,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
55,user_0,0,2,3,w,1720476427501018.0,1720476430124078.0,1815,2337,1720476427558915.0,1720476430090006.0,522,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
56,user_0,0,2,4,z,1720476430124078.0,1720476431937017.0,2337,2699,1720476430163267.0,1720476431906029.0,362,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
57,user_0,0,2,5,f,1720476431937017.0,1720476433730652.0,2699,3061,1720476431953324.0,1720476433706763.0,362,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
58,user_0,0,2,6,c,1720476433730652.0,1720476435210778.0,3061,3362,1720476433754187.0,1720476435191442.0,301,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
59,user_0,0,2,7,r,1720476435210778.0,1720476436756034.0,3362,3669,1720476435269559.0,1720476436754987.0,307,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
60,user_0,0,2,8,g,1720476436756034.0,1720476438761034.0,3669,4071,1720476436770339.0,1720476438750334.0,402,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
61,user_0,0,2,9,q,1720476438761034.0,1720476440579068.0,4071,4446,1720476438765305.0,1720476440574763.0,375,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
62,user_0,0,2,10,j,1720476440579068.0,1720476442148272.0,4446,4748,1720476440591380.0,1720476442090377.0,302,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
63,user_0,0,2,11,y,1720476442148272.0,1720476443714566.0,4748,5069,1720476442151812.0,1720476443709766.0,321,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
64,user_0,0,2,12,d,1720476443714566.0,1720476445806089.0,5069,5491,1720476443725721.0,1720476445802246.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
65,user_0,0,2,13,s,1720476445806089.0,1720476447388561.0,5491,5812,1720476445864706.0,1720476447387685.0,321,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
66,user_0,0,2,14,p,1720476447388561.0,1720476449320015.0,5812,6195,1720476447403227.0,1720476449300017.0,383,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
67,user_0,0,2,15,e,1720476449320015.0,1720476451001504.0,6195,6535,1720476449362990.0,1720476450987138.0,340,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
68,user_0,0,2,16,h,1720476451001504.0,1720476452749363.0,6535,6878,1720476451002506.0,1720476452704178.0,343,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
69,user_0,0,2,17,b,1720476452749363.0,1720476454563341.0,6878,7252,1720476452751268.0,1720476454561298.0,374,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
70,user_0,0,2,18,l,1720476454563341.0,1720476455832233.0,7252,7500,1720476454576878.0,1720476455800556.0,248,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
71,user_0,0,2,19,a,1720476455832233.0,1720476457688905.0,7500,7881,1720476455871750.0,1720476457680938.0,381,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
72,user_0,0,2,20,k,1720476457688905.0,1720476459712449.0,7881,8284,1720476457696748.0,1720476459700230.0,403,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
73,user_0,0,2,21,o,1720476459712449.0,1720476461499894.0,8284,8644,1720476459762271.0,1720476461486100.0,360,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
74,user_0,0,2,22,m,1720476461499894.0,1720476463706037.0,8644,9087,1720476461501889.0,1720476463695013.0,443,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
75,user_0,0,2,23,n,1720476463706037.0,1720476465313430.0,9087,9409,1720476463771503.0,1720476465295115.0,322,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
76,user_0,0,2,24,i,1720476465313430.0,1720476467179640.0,9409,9776,1720476465357630.0,1720476467151755.0,367,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
77,user_0,0,2,25,u,1720476467179640.0,,9776,10158,1720476467192834.0,1720476469059301.0,382,low-pass,0.2,0.1,True,ring_recording_end,data/user_0/0/2_ring_0.bin,data/user_0/0/2_timestamp.txt
78,user_0,0,3,0,V,1720476497204449.0,1720476499320948.0,515,944,1720476497205702.0,1720476499302229.0,429,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
79,user_0,0,3,1,X,1720476499320948.0,1720476501469229.0,944,1379,1720476499364090.0,1720476501463310.0,435,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
80,user_0,0,3,2,T,1720476501469229.0,1720476503382634.0,1379,1754,1720476501478660.0,1720476503373247.0,375,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
81,user_0,0,3,3,W,1720476503382634.0,1720476505714533.0,1754,2230,1720476503389027.0,1720476505691520.0,476,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
82,user_0,0,3,4,Z,1720476505714533.0,1720476507809339.0,2230,2652,1720476505765780.0,1720476507801505.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
83,user_0,0,3,5,F,1720476507809339.0,1720476510041315.0,2652,3094,1720476507860292.0,1720476509999136.0,442,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
84,user_0,0,3,6,C,1720476510041315.0,1720476511602273.0,3094,3414,1720476510061132.0,1720476511591226.0,320,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
85,user_0,0,3,7,R,1720476511602273.0,1720476513818523.0,3414,3851,1720476511607108.0,1720476513809576.0,437,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
86,user_0,0,3,8,G,1720476513818523.0,1720476516175330.0,3851,4332,1720476513825427.0,1720476516166079.0,481,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
87,user_0,0,3,9,Q,1720476516175330.0,1720476518498016.0,4332,4800,1720476516180463.0,1720476518491066.0,468,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
88,user_0,0,3,10,J,1720476518498016.0,1720476520584157.0,4800,5221,1720476518506592.0,1720476520582646.0,421,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
89,user_0,0,3,11,Y,1720476520584157.0,1720476522585428.0,5221,5618,1720476520584157.0,1720476522573404.0,397,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
90,user_0,0,3,12,D,1720476522585428.0,1720476524777153.0,5618,6066,1720476522588570.0,1720476524771650.0,448,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
91,user_0,0,3,13,S,1720476524777153.0,1720476526439134.0,6066,6388,1720476524792432.0,1720476526402505.0,322,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
92,user_0,0,3,14,P,1720476526439134.0,1720476528557666.0,6388,6816,1720476526474709.0,1720476528554468.0,428,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
93,user_0,0,3,15,E,1720476528557666.0,1720476530965701.0,6816,7298,1720476528570246.0,1720476530963289.0,482,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
94,user_0,0,3,16,H,1720476530965701.0,1720476533500412.0,7298,7800,1720476530979170.0,1720476533486510.0,502,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
95,user_0,0,3,17,B,1720476533500412.0,1720476535958983.0,7800,8297,1720476533507190.0,1720476535892408.0,497,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
96,user_0,0,3,18,L,1720476535958983.0,1720476537696787.0,8297,8645,1720476535984876.0,1720476537685696.0,348,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
97,user_0,0,3,19,A,1720476537696787.0,1720476540236117.0,8645,9160,1720476537703349.0,1720476540201275.0,515,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
98,user_0,0,3,20,K,1720476540236117.0,1720476542404465.0,9160,9595,1720476540286780.0,1720476542391573.0,435,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
99,user_0,0,3,21,O,1720476542404465.0,1720476544045621.0,9595,9924,1720476542406661.0,1720476544000490.0,329,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
100,user_0,0,3,22,M,1720476544045621.0,1720476546676941.0,9924,10446,1720476544063560.0,1720476546593273.0,522,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
101,user_0,0,3,23,N,1720476546676941.0,1720476549465559.0,10446,11022,1720476546684364.0,1720476549464043.0,576,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
102,user_0,0,3,24,I,1720476549465559.0,1720476550884899.0,11022,11297,1720476549486338.0,1720476550884318.0,275,low-pass,0.2,0.1,False,next_label_timestamp,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
103,user_0,0,3,25,U,1720476550884899.0,,11297,11651,1720476550901912.0,1720476552591235.0,354,low-pass,0.2,0.1,True,ring_recording_end,data/user_0/0/3_ring_0.bin,data/user_0/0/3_timestamp.txt
