segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,is_last_label,segment_end_source,ring_source_path,label_source_path
13,user_11,0,0,21,q,1720736815313063.0,1720736819160915.0,25203,25964,1720736815379543.0,1720736819086816.0,761,False,next_label_timestamp,data/user_11/0/0_ring_0.bin,data/user_11/0/0_timestamp.txt
14,user_11,0,0,22,a,1720736819160915.0,1720736822379804.0,25964,26619,1720736819165584.0,1720736822378507.0,655,False,next_label_timestamp,data/user_11/0/0_ring_0.bin,data/user_11/0/0_timestamp.txt
15,user_11,0,0,23,p,1720736822379804.0,1720736826503346.0,26619,27447,1720736822379804.0,1720736826477828.0,828,False,next_label_timestamp,data/user_11/0/0_ring_0.bin,data/user_11/0/0_timestamp.txt
16,user_11,0,0,24,k,1720736826503346.0,1720736830831289.0,27447,28314,1720736826540042.0,1720736830828855.0,867,False,next_label_timestamp,data/user_11/0/0_ring_0.bin,data/user_11/0/0_timestamp.txt
17,user_11,0,0,25,v,1720736830831289.0,,28314,28735,1720736830844631.0,1720736832926998.0,421,True,ring_recording_end,data/user_11/0/0_ring_0.bin,data/user_11/0/0_timestamp.txt
18,user_11,0,1,0,S,1720736877306213.0,1720736881118740.0,722,1485,1720736877344534.0,1720736881114773.0,763,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
19,user_11,0,1,1,L,1720736881118740.0,1720736884996643.0,1485,2265,1720736881162090.0,1720736884987248.0,780,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
20,user_11,0,1,4,J,1720736900970953.0,1720736904287632.0,5472,6133,1720736900998296.0,1720736904234792.0,661,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
21,user_11,0,1,6,X,1720736909543671.0,1720736913568116.0,7196,7997,1720736909580382.0,1720736913525063.0,801,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
22,user_11,0,1,8,U,1720736919049425.0,1720736922671818.0,9106,9840,1720736919061742.0,1720736922669344.0,734,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
23,user_11,0,1,9,N,1720736922671818.0,1720736927289497.0,9840,10761,1720736922731721.0,1720736927251170.0,921,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
24,user_11,0,1,10,M,1720736927289497.0,1720736931566871.0,10761,11623,1720736927328062.0,1720736931545034.0,862,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
25,user_11,0,1,11,G,1720736931566871.0,1720736936333406.0,11623,12584,1720736931607079.0,1720736936332365.0,961,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
26,user_11,0,1,12,Z,1720736936333406.0,1720736939116998.0,12584,13145,1720736936346669.0,1720736939113102.0,561,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
27,user_11,0,1,13,Y,1720736939116998.0,1720736942173321.0,13145,13747,1720736939128442.0,1720736942124790.0,602,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
28,user_11,0,1,14,R,1720736942173321.0,1720736945218581.0,13747,14367,1720736942175000.0,1720736945197296.0,620,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
29,user_11,0,1,15,C,1720736945218581.0,1720736947093222.0,14367,14747,1720736945235700.0,1720736947082021.0,380,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
30,user_11,0,1,16,O,1720736947093222.0,1720736950268939.0,14747,15382,1720736947125428.0,1720736950266774.0,635,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
31,user_11,0,1,17,I,1720736950268939.0,1720736951989395.0,15382,15729,1720736950281346.0,1720736951976144.0,347,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
32,user_11,0,1,18,D,1720736951989395.0,1720736955166200.0,15729,16369,1720736952025666.0,1720736955161459.0,640,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
33,user_11,0,1,19,H,1720736955166200.0,1720736957916722.0,16369,16910,1720736955176494.0,1720736957868811.0,541,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
34,user_11,0,1,20,W,1720736957916722.0,1720736960431041.0,16910,17425,1720736957921129.0,1720736960423474.0,515,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
35,user_11,0,1,21,Q,1720736960431041.0,1720736963493786.0,17425,18032,1720736960437979.0,1720736963429467.0,607,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
36,user_11,0,1,22,A,1720736963493786.0,1720736966501658.0,18032,18639,1720736963506625.0,1720736966498432.0,607,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
37,user_11,0,1,23,P,1720736966501658.0,1720736969321443.0,18639,19212,1720736966513828.0,1720736969307045.0,573,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
38,user_11,0,1,24,K,1720736969321443.0,1720736972450793.0,19212,19834,1720736969325039.0,1720736972425375.0,622,False,next_label_timestamp,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
39,user_11,0,1,25,V,1720736972450793.0,,19834,20354,1720736972488359.0,1720736975025648.0,520,True,ring_recording_end,data/user_11/0/1_ring_0.bin,data/user_11/0/1_timestamp.txt
40,user_11,0,2,0,c,1720737015790402.0,1720737018516795.0,1581,2122,1720737015805938.0,1720737018465461.0,541,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
41,user_11,0,2,2,l,1720737023580474.0,1720737025528653.0,3144,3525,1720737023621796.0,1720737025511147.0,381,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
42,user_11,0,2,3,g,1720737025528653.0,1720737028883025.0,3525,4207,1720737025529658.0,1720737028820284.0,682,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
43,user_11,0,2,4,k,1720737028883025.0,1720737031857318.0,4207,4808,1720737028897055.0,1720737031830281.0,601,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
44,user_11,0,2,5,u,1720737031857318.0,1720737034496322.0,4808,5341,1720737031893473.0,1720737034489072.0,533,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
45,user_11,0,2,6,w,1720737034496322.0,1720737037056533.0,5341,5849,1720737034502885.0,1720737037016165.0,508,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
46,user_11,0,2,7,j,1720737037056533.0,1720737040102037.0,5849,6469,1720737037086201.0,1720737040083976.0,620,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
47,user_11,0,2,8,a,1720737040102037.0,1720737043561268.0,6469,7157,1720737040106545.0,1720737043547056.0,688,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
48,user_11,0,2,9,m,1720737043561268.0,1720737046733819.0,7157,7791,1720737043562378.0,1720737046727023.0,634,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
49,user_11,0,2,10,z,1720737046733819.0,1720737049303486.0,7791,8311,1720737046741938.0,1720737049255074.0,520,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
50,user_11,0,2,11,n,1720737049303486.0,1720737051002037.0,8311,8653,1720737049306100.0,1720737050951959.0,342,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
51,user_11,0,2,12,f,1720737051002037.0,1720737053327029.0,8653,9114,1720737051061665.0,1720737053306996.0,461,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
52,user_11,0,2,13,h,1720737053327029.0,1720737055607719.0,9114,9574,1720737053334989.0,1720737055541679.0,460,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
53,user_11,0,2,14,o,1720737055607719.0,1720737057898683.0,9574,10036,1720737055620173.0,1720737057858490.0,462,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
54,user_11,0,2,15,r,1720737057898683.0,1720737060028745.0,10036,10456,1720737057983355.0,1720737060006943.0,420,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
55,user_11,0,2,16,d,1720737060028745.0,1720737062657063.0,10456,10997,1720737060037223.0,1720737062643244.0,541,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
56,user_11,0,2,17,v,1720737062657063.0,1720737064529268.0,10997,11378,1720737062706758.0,1720737064510166.0,381,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
57,user_11,0,2,18,s,1720737064529268.0,1720737066938748.0,11378,11857,1720737064588013.0,1720737066932881.0,479,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
58,user_11,0,2,19,t,1720737066938748.0,1720737069611652.0,11857,12398,1720737066948258.0,1720737069603750.0,541,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
59,user_11,0,2,20,e,1720737069611652.0,1720737071733039.0,12398,12820,1720737069619881.0,1720737071720600.0,422,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
60,user_11,0,2,21,y,1720737071733039.0,1720737073520840.0,12820,13181,1720737071768628.0,1720737073506348.0,361,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
61,user_11,0,2,22,x,1720737073520840.0,1720737075453467.0,13181,13561,1720737073581024.0,1720737075416870.0,380,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
62,user_11,0,2,23,i,1720737075453467.0,1720737077515924.0,13561,13982,1720737075473100.0,1720737077507908.0,421,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
63,user_11,0,2,24,p,1720737077515924.0,1720737079932277.0,13982,14463,1720737077551246.0,1720737079907310.0,481,False,next_label_timestamp,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
64,user_11,0,2,25,b,1720737079932277.0,,14463,14923,1720737079960730.0,1720737082185172.0,460,True,ring_recording_end,data/user_11/0/2_ring_0.bin,data/user_11/0/2_timestamp.txt
65,user_11,0,3,0,C,1720737109785644.0,1720737113580350.0,280,1042,1720737109807215.0,1720737113558764.0,762,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
66,user_11,0,3,1,Q,1720737113580350.0,1720737116474809.0,1042,1617,1720737113617987.0,1720737116462640.0,575,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
67,user_11,0,3,2,L,1720737116474809.0,1720737118161762.0,1617,1963,1720737116477472.0,1720737118152151.0,346,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
68,user_11,0,3,3,G,1720737118161762.0,1720737121774870.0,1963,2685,1720737118208620.0,1720737121754085.0,722,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
69,user_11,0,3,4,K,1720737121774870.0,1720737124367835.0,2685,3205,1720737121807651.0,1720737124345723.0,520,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
70,user_11,0,3,5,U,1720737124367835.0,1720737126842711.0,3205,3694,1720737124407598.0,1720737126812303.0,489,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
71,user_11,0,3,6,W,1720737126842711.0,1720737129172613.0,3694,4168,1720737126843716.0,1720737129126212.0,474,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
72,user_11,0,3,7,J,1720737129172613.0,1720737131012050.0,4168,4548,1720737129220352.0,1720737131005928.0,380,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
73,user_11,0,3,8,A,1720737131012050.0,1720737133745332.0,4548,5062,1720737131019252.0,1720737133743759.0,514,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
74,user_11,0,3,9,M,1720737133745332.0,1720737136895158.0,5062,5710,1720737133808077.0,1720737136822012.0,648,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
75,user_11,0,3,10,Z,1720737136895158.0,1720737138962926.0,5710,6111,1720737136899494.0,1720737138919993.0,401,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
76,user_11,0,3,11,N,1720737138962926.0,1720737141463562.0,6111,6633,1720737138998927.0,1720737141408145.0,522,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
77,user_11,0,3,12,F,1720737141463562.0,1720737144929630.0,6633,7336,1720737141477485.0,1720737144918127.0,703,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
78,user_11,0,3,13,H,1720737144929630.0,1720737148059265.0,7336,7959,1720737144972302.0,1720737148022161.0,623,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
79,user_11,0,3,14,O,1720737148059265.0,1720737150256211.0,7959,8401,1720737148069392.0,1720737150207684.0,442,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
80,user_11,0,3,15,R,1720737150256211.0,1720737153148779.0,8401,8983,1720737150268739.0,1720737153110577.0,582,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
81,user_11,0,3,16,D,1720737153148779.0,1720737155346217.0,8983,9425,1720737153172940.0,1720737155307471.0,442,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
82,user_11,0,3,17,V,1720737155346217.0,1720737157074107.0,9425,9767,1720737155383775.0,1720737157007800.0,342,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
83,user_11,0,3,18,S,1720737157074107.0,1720737158815508.0,9767,10128,1720737157087025.0,1720737158813128.0,361,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
84,user_11,0,3,19,T,1720737158815508.0,1720737161931828.0,10128,10751,1720737158876098.0,1720737161918404.0,623,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
85,user_11,0,3,21,Y,1720737167159634.0,1720737169827543.0,11796,12337,1720737167171036.0,1720737169807835.0,541,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
86,user_11,0,3,22,X,1720737169827543.0,1720737172073091.0,12337,12791,1720737169854214.0,1720737172066716.0,454,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
87,user_11,0,3,23,I,1720737172073091.0,1720737173662728.0,12791,13100,1720737172083304.0,1720737173607896.0,309,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
88,user_11,0,3,24,P,1720737173662728.0,1720737176088370.0,13100,13595,1720737173664760.0,1720737176073352.0,495,False,next_label_timestamp,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
89,user_11,0,3,25,B,1720737176088370.0,,13595,14124,1720737176089375.0,1720737178699145.0,529,True,ring_recording_end,data/user_11/0/3_ring_0.bin,data/user_11/0/3_timestamp.txt
