segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,gravity_removal_method,gravity_low_pass_cutoff_hz,gravity_madgwick_beta,is_last_label,segment_end_source,ring_source_path,label_source_path
16,user_2,0,0,22,a,1720653547377735.0,1720653550529195.0,19287,19916,1720653547423996.0,1720653550525377.0,629,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/0_ring_0.bin,data/user_2/0/0_timestamp.txt
17,user_2,0,0,23,p,1720653550529195.0,1720653553391361.0,19916,20493,1720653550540698.0,1720653553377069.0,577,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/0_ring_0.bin,data/user_2/0/0_timestamp.txt
18,user_2,0,0,24,k,1720653553391361.0,1720653556151584.0,20493,21048,1720653553431222.0,1720653556138285.0,555,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/0_ring_0.bin,data/user_2/0/0_timestamp.txt
19,user_2,0,0,25,v,1720653556151584.0,,21048,21457,1720653556153664.0,1720653558177100.0,409,low-pass,0.2,0.1,True,ring_recording_end,data/user_2/0/0_ring_0.bin,data/user_2/0/0_timestamp.txt
20,user_2,0,1,0,S,1720653595197240.0,1720653597701878.0,764,1266,1720653595232342.0,1720653597690913.0,502,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
21,user_2,0,1,1,L,1720653597701878.0,1720653600071843.0,1266,1747,1720653597738577.0,1720653600056904.0,481,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
22,user_2,0,1,2,T,1720653600071843.0,1720653602419706.0,1747,2210,1720653600076906.0,1720653602377426.0,463,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
23,user_2,0,1,3,F,1720653602419706.0,1720653605243030.0,2210,2779,1720653602435216.0,1720653605236180.0,569,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
24,user_2,0,1,4,J,1720653605243030.0,1720653608447776.0,2779,3429,1720653605251877.0,1720653608445083.0,650,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
25,user_2,0,1,5,B,1720653608447776.0,1720653611329067.0,3429,4004,1720653608460597.0,1720653611324321.0,575,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
26,user_2,0,1,6,X,1720653611329067.0,1720653613781869.0,4004,4500,1720653611339254.0,1720653613776970.0,496,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
27,user_2,0,1,7,E,1720653613781869.0,1720653616659036.0,4500,5082,1720653613830428.0,1720653616650872.0,582,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
28,user_2,0,1,8,U,1720653616659036.0,1720653619137922.0,5082,5565,1720653616678542.0,1720653619094808.0,483,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
29,user_2,0,1,9,N,1720653619137922.0,1720653623922914.0,5565,6529,1720653619141659.0,1720653623878145.0,964,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
30,user_2,0,1,10,M,1720653623922914.0,1720653627042872.0,6529,7158,1720653623956522.0,1720653627037540.0,629,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
31,user_2,0,1,11,G,1720653627042872.0,1720653630023556.0,7158,7755,1720653627052923.0,1720653630008032.0,597,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
32,user_2,0,1,12,Z,1720653630023556.0,1720653632645420.0,7755,8284,1720653630036069.0,1720653632637856.0,529,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
33,user_2,0,1,13,Y,1720653632645420.0,1720653636828270.0,8284,9127,1720653632684489.0,1720653636823069.0,843,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
34,user_2,0,1,14,R,1720653636828270.0,1720653639426985.0,9127,9643,1720653636838515.0,1720653639378508.0,516,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
35,user_2,0,1,15,C,1720653639426985.0,1720653641645505.0,9643,10092,1720653639447271.0,1720653641632387.0,449,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
36,user_2,0,1,16,O,1720653641645505.0,1720653643979933.0,10092,10566,1720653641648167.0,1720653643967025.0,474,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
37,user_2,0,1,17,I,1720653643979933.0,1720653647254915.0,10566,11223,1720653643982074.0,1720653647240629.0,657,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
38,user_2,0,1,18,D,1720653647254915.0,1720653649876896.0,11223,11752,1720653647256085.0,1720653649844805.0,529,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
39,user_2,0,1,19,H,1720653649876896.0,1720653652415410.0,11752,12255,1720653649876896.0,1720653652398131.0,503,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
40,user_2,0,1,20,W,1720653652415410.0,1720653654762490.0,12255,12731,1720653652432576.0,1720653654752454.0,476,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
41,user_2,0,1,21,Q,1720653654762490.0,1720653657051918.0,12731,13192,1720653654767280.0,1720653657038536.0,461,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
42,user_2,0,1,22,A,1720653657051918.0,1720653659685737.0,13192,13721,1720653657053039.0,1720653659678346.0,529,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
43,user_2,0,1,23,P,1720653659685737.0,1720653661978780.0,13721,14182,1720653659735640.0,1720653661972862.0,461,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
44,user_2,0,1,24,K,1720653661978780.0,1720653664328999.0,14182,14645,1720653661988882.0,1720653664287032.0,463,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
45,user_2,0,1,25,V,1720653664328999.0,,14645,14987,1720653664335336.0,1720653665987162.0,342,low-pass,0.2,0.1,True,ring_recording_end,data/user_2/0/1_ring_0.bin,data/user_2/0/1_timestamp.txt
46,user_2,0,2,0,x,1720653726188812.0,1720653728624988.0,823,1306,1720653726198222.0,1720653728588350.0,483,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
47,user_2,0,2,1,b,1720653728624988.0,1720653730813192.0,1306,1748,1720653728634215.0,1720653730780849.0,442,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
48,user_2,0,2,2,y,1720653730813192.0,1720653732490686.0,1748,2089,1720653730827181.0,1720653732487567.0,341,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
49,user_2,0,2,3,p,1720653732490686.0,1720653734507797.0,2089,2491,1720653732533609.0,1720653734478445.0,402,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
50,user_2,0,2,4,w,1720653734507797.0,1720653736521984.0,2491,2893,1720653734538522.0,1720653736492274.0,402,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
51,user_2,0,2,5,q,1720653736521984.0,1720653738222063.0,2893,3234,1720653736538579.0,1720653738182824.0,341,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
52,user_2,0,2,6,a,1720653738222063.0,1720653739965736.0,3234,3589,1720653738231115.0,1720653739961553.0,355,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
53,user_2,0,2,7,s,1720653739965736.0,1720653741375307.0,3589,3877,1720653739986055.0,1720653741368957.0,288,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
54,user_2,0,2,8,k,1720653741375307.0,1720653743398637.0,3877,4279,1720653741447246.0,1720653743390195.0,402,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
55,user_2,0,2,9,f,1720653743398637.0,1720653745107379.0,4279,4620,1720653743469801.0,1720653745079129.0,341,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
56,user_2,0,2,10,m,1720653745107379.0,1720653746924623.0,4620,4982,1720653745149037.0,1720653746898175.0,362,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
57,user_2,0,2,11,z,1720653746924623.0,1720653748262859.0,4982,5247,1720653746947335.0,1720653748262271.0,265,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
58,user_2,0,2,12,n,1720653748262859.0,1720653749941044.0,5247,5591,1720653748262859.0,1720653749937715.0,344,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
59,user_2,0,2,13,v,1720653749941044.0,1720653751501979.0,5591,5906,1720653749952345.0,1720653751478168.0,315,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
60,user_2,0,2,14,l,1720653751501979.0,1720653753854061.0,5906,6387,1720653751534704.0,1720653753850806.0,481,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
61,user_2,0,2,15,j,1720653753854061.0,1720653755983085.0,6387,6809,1720653753877820.0,1720653755974045.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
62,user_2,0,2,16,c,1720653755983085.0,1720653757635927.0,6809,7137,1720653755988891.0,1720653757630664.0,328,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
63,user_2,0,2,17,i,1720653757635927.0,1720653759443082.0,7137,7493,1720653757646198.0,1720653759388586.0,356,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
64,user_2,0,2,18,e,1720653759443082.0,1720653761000063.0,7493,7814,1720653759457229.0,1720653760998795.0,321,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
65,user_2,0,2,19,t,1720653761000063.0,1720653762824110.0,7814,8176,1720653761023573.0,1720653762798641.0,362,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
66,user_2,0,2,20,d,1720653762824110.0,1720653764575061.0,8176,8537,1720653762838943.0,1720653764559179.0,361,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
67,user_2,0,2,21,o,1720653764575061.0,1720653766148069.0,8537,8846,1720653764579787.0,1720653766128893.0,309,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
68,user_2,0,2,22,u,1720653766148069.0,1720653767904023.0,8846,9201,1720653766161672.0,1720653767869984.0,355,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
69,user_2,0,2,23,r,1720653767904023.0,1720653769431851.0,9201,9508,1720653767948366.0,1720653769430777.0,307,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
70,user_2,0,2,24,g,1720653769431851.0,1720653771275921.0,9508,9884,1720653769445163.0,1720653771270720.0,376,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
71,user_2,0,2,25,h,1720653771275921.0,,9884,10258,1720653771341883.0,1720653773140282.0,374,low-pass,0.2,0.1,True,ring_recording_end,data/user_2/0/2_ring_0.bin,data/user_2/0/2_timestamp.txt
72,user_2,0,3,0,X,1720653816216179.0,1720653818401063.0,3342,3796,1720653816221575.0,1720653818387854.0,454,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
73,user_2,0,3,1,B,1720653818401063.0,1720653820869147.0,3796,4287,1720653818428978.0,1720653820853285.0,491,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
74,user_2,0,3,2,Y,1720653820869147.0,1720653823187893.0,4287,4761,1720653820873355.0,1720653823155296.0,474,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
75,user_2,0,3,3,P,1720653823187893.0,1720653825092963.0,4761,5142,1720653823226331.0,1720653825078426.0,381,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
76,user_2,0,3,4,W,1720653825092963.0,1720653827007315.0,5142,5524,1720653825094048.0,1720653826956257.0,382,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
77,user_2,0,3,5,Q,1720653827007315.0,1720653828967089.0,5524,5920,1720653827029410.0,1720653828962427.0,396,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
78,user_2,0,3,6,A,1720653828967089.0,1720653831052373.0,5920,6348,1720653828977477.0,1720653831050134.0,428,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
79,user_2,0,3,7,S,1720653831052373.0,1720653832669889.0,6348,6669,1720653831080932.0,1720653832663983.0,321,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
80,user_2,0,3,8,K,1720653832669889.0,1720653834720683.0,6669,7072,1720653832681365.0,1720653834689064.0,403,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
81,user_2,0,3,9,F,1720653834720683.0,1720653836610974.0,7072,7454,1720653834730657.0,1720653836600461.0,382,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
82,user_2,0,3,10,M,1720653836610974.0,1720653839360661.0,7454,8009,1720653836639952.0,1720653839352255.0,555,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
83,user_2,0,3,11,Z,1720653839360661.0,1720653840991841.0,8009,8338,1720653839367767.0,1720653840964128.0,329,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
84,user_2,0,3,12,N,1720653840991841.0,1720653842963970.0,8338,8733,1720653841028398.0,1720653842957417.0,395,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
85,user_2,0,3,13,V,1720653842963970.0,1720653844627450.0,8733,9061,1720653842973980.0,1720653844600180.0,328,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
86,user_2,0,3,14,L,1720653844627450.0,1720653846183943.0,9061,9381,1720653844635989.0,1720653846169629.0,320,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
87,user_2,0,3,15,J,1720653846183943.0,1720653848300827.0,9381,9804,1720653846189773.0,1720653848290826.0,423,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
88,user_2,0,3,16,C,1720653848300827.0,1720653849918425.0,9804,10125,1720653848328075.0,1720653849879097.0,321,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
89,user_2,0,3,17,I,1720653849918425.0,1720653852238991.0,10125,10594,1720653849936236.0,1720653852226314.0,469,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
90,user_2,0,3,18,E,1720653852238991.0,1720653854537986.0,10594,11050,1720653852241237.0,1720653854465303.0,456,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
91,user_2,0,3,19,T,1720653854537986.0,1720653856390726.0,11050,11430,1720653854545081.0,1720653856360071.0,380,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
92,user_2,0,3,20,D,1720653856390726.0,1720653858338212.0,11430,11813,1720653856390726.0,1720653858290857.0,383,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
93,user_2,0,3,21,O,1720653858338212.0,1720653860394719.0,11813,12235,1720653858341464.0,1720653860389392.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
94,user_2,0,3,22,U,1720653860394719.0,1720653862335944.0,12235,12616,1720653860436069.0,1720653862294636.0,381,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
95,user_2,0,3,23,R,1720653862335944.0,1720653864635328.0,12616,13086,1720653862341887.0,1720653864634201.0,470,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
96,user_2,0,3,24,G,1720653864635328.0,1720653866828239.0,13086,13520,1720653864649270.0,1720653866790511.0,434,low-pass,0.2,0.1,False,next_label_timestamp,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
97,user_2,0,3,25,H,1720653866828239.0,,13520,13942,1720653866845869.0,1720653868901051.0,422,low-pass,0.2,0.1,True,ring_recording_end,data/user_2/0/3_ring_0.bin,data/user_2/0/3_timestamp.txt
