segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,is_last_label,segment_end_source,ring_source_path,label_source_path
27,user_3,0,1,3,F,1720377672049547.0,1720377674316506.0,2109,2571,1720377672069661.0,1720377674301281.0,462,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
28,user_3,0,1,4,J,1720377674316506.0,1720377675836739.0,2571,2873,1720377674348898.0,1720377675779053.0,302,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
29,user_3,0,1,5,B,1720377675836739.0,1720377677960406.0,2873,3302,1720377675855842.0,1720377677958241.0,429,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
30,user_3,0,1,6,X,1720377677960406.0,1720377680234301.0,3302,3757,1720377677968440.0,1720377680183932.0,455,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
31,user_3,0,1,7,E,1720377680234301.0,1720377682714355.0,3757,4258,1720377680261437.0,1720377682700628.0,501,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
32,user_3,0,1,8,U,1720377682714355.0,1720377684989983.0,4258,4721,1720377682715005.0,1720377684977841.0,463,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
33,user_3,0,1,9,N,1720377684989983.0,1720377687122355.0,4721,5143,1720377685054360.0,1720377687081411.0,422,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
34,user_3,0,1,10,M,1720377687122355.0,1720377689514232.0,5143,5625,1720377687158182.0,1720377689500156.0,482,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
35,user_3,0,1,11,G,1720377689514232.0,1720377691705329.0,5625,6067,1720377689548236.0,1720377691686637.0,442,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
36,user_3,0,1,12,Z,1720377691705329.0,1720377693772895.0,6067,6483,1720377691764171.0,1720377693766485.0,416,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
37,user_3,0,1,13,Y,1720377693772895.0,1720377695878572.0,6483,6910,1720377693780487.0,1720377695873283.0,427,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
38,user_3,0,1,14,R,1720377695878572.0,1720377698089501.0,6910,7352,1720377695886660.0,1720377698088302.0,442,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
39,user_3,0,1,15,C,1720377698089501.0,1720377699778049.0,7352,7693,1720377698104021.0,1720377699772538.0,341,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
40,user_3,0,1,16,O,1720377699778049.0,1720377701746734.0,7693,8076,1720377699788547.0,1720377701698261.0,383,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
41,user_3,0,1,17,I,1720377701746734.0,1720377703984729.0,8076,8531,1720377701757063.0,1720377703978159.0,455,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
42,user_3,0,1,18,D,1720377703984729.0,1720377706106692.0,8531,8960,1720377703992480.0,1720377706084223.0,429,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
43,user_3,0,1,19,H,1720377706106692.0,1720377708362131.0,8960,9409,1720377706148536.0,1720377708358861.0,449,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
44,user_3,0,1,20,W,1720377708362131.0,1720377710617464.0,9409,9864,1720377708371544.0,1720377710586324.0,455,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
45,user_3,0,1,21,Q,1720377710617464.0,1720377712843269.0,9864,10306,1720377710665067.0,1720377712786111.0,442,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
46,user_3,0,1,22,A,1720377712843269.0,1720377715358877.0,10306,10808,1720377712848733.0,1720377715286891.0,502,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
47,user_3,0,1,23,P,1720377715358877.0,1720377717584885.0,10808,11270,1720377715364366.0,1720377717581060.0,462,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
48,user_3,0,1,24,K,1720377717584885.0,1720377719661758.0,11270,11679,1720377717659649.0,1720377719657318.0,409,False,next_label_timestamp,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
49,user_3,0,1,25,V,1720377719661758.0,,11679,11994,1720377719670054.0,1720377721210039.0,315,True,ring_recording_end,data/user_3/0/1_ring_0.bin,data/user_3/0/1_timestamp.txt
50,user_3,0,2,0,n,1720377789008676.0,1720377791325249.0,411,873,1720377789059752.0,1720377791294865.0,462,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
51,user_3,0,2,1,z,1720377791325249.0,1720377793261416.0,873,1255,1720377791356825.0,1720377793239927.0,382,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
52,user_3,0,2,2,a,1720377793261416.0,1720377795274682.0,1255,1670,1720377793263878.0,1720377795265726.0,415,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
53,user_3,0,2,3,g,1720377795274682.0,1720377797336153.0,1670,2078,1720377795278912.0,1720377797306242.0,408,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
54,user_3,0,2,4,m,1720377797336153.0,1720377799630116.0,2078,2540,1720377797352822.0,1720377799627906.0,462,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
55,user_3,0,2,5,h,1720377799630116.0,1720377802085639.0,2540,3042,1720377799661482.0,1720377802080697.0,502,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
56,user_3,0,2,6,r,1720377802085639.0,1720377805523151.0,3042,3726,1720377802119068.0,1720377805483047.0,684,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
57,user_3,0,2,7,v,1720377805523151.0,1720377808170903.0,3726,4255,1720377805559553.0,1720377808156464.0,529,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
58,user_3,0,2,8,e,1720377808170903.0,1720377811091912.0,4255,4845,1720377808173425.0,1720377811086928.0,590,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
59,user_3,0,2,9,q,1720377811091912.0,1720377813467355.0,4845,5313,1720377811117758.0,1720377813395698.0,468,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
60,user_3,0,2,10,d,1720377813467355.0,1720377815907763.0,5313,5809,1720377813474745.0,1720377815905614.0,496,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
61,user_3,0,2,11,y,1720377815907763.0,1720377818767190.0,5809,6385,1720377815920384.0,1720377818758074.0,576,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
62,user_3,0,2,12,j,1720377818767190.0,1720377821520365.0,6385,6899,1720377818788083.0,1720377821513372.0,514,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
63,user_3,0,2,13,i,1720377821520365.0,1720377823606234.0,6899,7362,1720377821527524.0,1720377823595427.0,463,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
64,user_3,0,2,14,b,1720377823606234.0,1720377825806497.0,7362,7804,1720377823659199.0,1720377825784176.0,442,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
65,user_3,0,2,15,s,1720377825806497.0,1720377827558842.0,7804,8152,1720377825862528.0,1720377827553358.0,348,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
66,user_3,0,2,16,o,1720377827558842.0,1720377829262099.0,8152,8487,1720377827566762.0,1720377829204230.0,335,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
67,user_3,0,2,17,x,1720377829262099.0,1720377832106747.0,8487,9069,1720377829266829.0,1720377832089588.0,582,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
68,user_3,0,2,18,f,1720377832106747.0,1720377834371128.0,9069,9525,1720377832140061.0,1720377834370067.0,456,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
69,user_3,0,2,19,k,1720377834371128.0,1720377836962587.0,9525,10040,1720377834383378.0,1720377836949404.0,515,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
70,user_3,0,2,20,t,1720377836962587.0,1720377839124156.0,10040,10476,1720377836964093.0,1720377839090013.0,436,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
71,user_3,0,2,21,w,1720377839124156.0,1720377841336528.0,10476,10917,1720377839152586.0,1720377841310567.0,441,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
72,user_3,0,2,22,c,1720377841336528.0,1720377842785930.0,10917,11220,1720377841346378.0,1720377842782282.0,303,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
73,user_3,0,2,23,p,1720377842785930.0,1720377845003448.0,11220,11662,1720377842857338.0,1720377844993256.0,442,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
74,user_3,0,2,24,l,1720377845003448.0,1720377846780150.0,11662,12023,1720377845056224.0,1720377846776193.0,361,False,next_label_timestamp,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
75,user_3,0,2,25,u,1720377846780150.0,,12023,12545,1720377846850916.0,1720377849407156.0,522,True,ring_recording_end,data/user_3/0/2_ring_0.bin,data/user_3/0/2_timestamp.txt
76,user_3,0,3,0,N,1720377890508273.0,1720377893596947.0,282,904,1720377890565235.0,1720377893589951.0,622,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
77,user_3,0,3,1,Z,1720377893596947.0,1720377895662842.0,904,1312,1720377893654374.0,1720377895657562.0,408,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
78,user_3,0,3,2,A,1720377895662842.0,1720377898030993.0,1312,1788,1720377895670538.0,1720377897996907.0,476,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
79,user_3,0,3,3,G,1720377898030993.0,1720377900377385.0,1788,2269,1720377898061552.0,1720377900374213.0,481,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
80,user_3,0,3,4,M,1720377900377385.0,1720377902526523.0,2269,2692,1720377900387810.0,1720377902492782.0,423,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
81,user_3,0,3,5,H,1720377902526523.0,1720377904702437.0,2692,3134,1720377902556353.0,1720377904692949.0,442,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
82,user_3,0,3,6,R,1720377904702437.0,1720377906967879.0,3134,3583,1720377904756541.0,1720377906957762.0,449,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
83,user_3,0,3,7,V,1720377906967879.0,1720377908618293.0,3583,3918,1720377906989011.0,1720377908586043.0,335,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
84,user_3,0,3,8,E,1720377908618293.0,1720377911042425.0,3918,4400,1720377908664041.0,1720377910991848.0,482,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
85,user_3,0,3,9,Q,1720377911042425.0,1720377913335954.0,4400,4862,1720377911055398.0,1720377913292093.0,462,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
86,user_3,0,3,10,D,1720377913335954.0,1720377915384089.0,4862,5284,1720377913356284.0,1720377915381504.0,422,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
87,user_3,0,3,11,Y,1720377915384089.0,1720377917742616.0,5284,5746,1720377915460951.0,1720377917702600.0,462,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
88,user_3,0,3,12,J,1720377917742616.0,1720377919664796.0,5746,6128,1720377917750384.0,1720377919590161.0,382,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
89,user_3,0,3,13,I,1720377919664796.0,1720377922058978.0,6128,6617,1720377919668835.0,1720377922055755.0,489,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
90,user_3,0,3,14,B,1720377922058978.0,1720377924741861.0,6617,7152,1720377922070747.0,1720377924694198.0,535,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
91,user_3,0,3,15,S,1720377924741861.0,1720377927014940.0,7152,7614,1720377924757138.0,1720377927005464.0,462,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
92,user_3,0,3,16,O,1720377927014940.0,1720377929471445.0,7614,8110,1720377927067668.0,1720377929462207.0,496,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
93,user_3,0,3,17,X,1720377929471445.0,1720377931954920.0,8110,8599,1720377929475299.0,1720377931887135.0,489,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
94,user_3,0,3,18,F,1720377931954920.0,1720377934436605.0,8599,9101,1720377931965350.0,1720377934387723.0,502,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
95,user_3,0,3,19,K,1720377934436605.0,1720377936902381.0,9101,9603,1720377934467970.0,1720377936898059.0,502,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
96,user_3,0,3,20,T,1720377936902381.0,1720377938801543.0,9603,9979,1720377936991196.0,1720377938791260.0,376,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
97,user_3,0,3,21,W,1720377938801543.0,1720377941092652.0,9979,10446,1720377938805813.0,1720377941091650.0,467,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
98,user_3,0,3,22,C,1720377941092652.0,1720377942544238.0,10446,10728,1720377941107560.0,1720377942481467.0,282,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
99,user_3,0,3,23,P,1720377942544238.0,1720377944609622.0,10728,11150,1720377942557178.0,1720377944585806.0,422,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
100,user_3,0,3,24,L,1720377944609622.0,1720377946212924.0,11150,11472,1720377944663102.0,1720377946190567.0,322,False,next_label_timestamp,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
101,user_3,0,3,25,U,1720377946212924.0,,11472,11874,1720377946254902.0,1720377948210523.0,402,True,ring_recording_end,data/user_3/0/3_ring_0.bin,data/user_3/0/3_timestamp.txt
102,user_3,0,4,0,d,1720377998286051.0,1720378000378763.0,523,944,1720377998352627.0,1720378000377676.0,421,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
103,user_3,0,4,1,j,1720378000378763.0,1720378002104510.0,944,1286,1720378000391011.0,1720378002091847.0,342,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
104,user_3,0,4,2,f,1720378002104510.0,1720378004124327.0,1286,1687,1720378002154303.0,1720378004094760.0,401,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
105,user_3,0,4,3,u,1720378004124327.0,1720378005605985.0,1687,1989,1720378004147699.0,1720378005591928.0,302,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
106,user_3,0,4,4,t,1720378005605985.0,1720378007186349.0,1989,2310,1720378005654279.0,1720378007185204.0,321,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
107,user_3,0,4,5,o,1720378007186349.0,1720378008479544.0,2310,2565,1720378007201302.0,1720378008469801.0,255,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
108,user_3,0,4,6,k,1720378008479544.0,1720378011341178.0,2565,3135,1720378008481673.0,1720378011304263.0,570,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
109,user_3,0,4,7,x,1720378011341178.0,1720378014062563.0,3135,3677,1720378011367279.0,1720378013982460.0,542,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
110,user_3,0,4,8,v,1720378014062563.0,1720378015425773.0,3677,3958,1720378014062563.0,1720378015391483.0,281,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
111,user_3,0,4,9,p,1720378015425773.0,1720378017395609.0,3958,4360,1720378015455746.0,1720378017390761.0,402,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
112,user_3,0,4,10,c,1720378017395609.0,1720378018821589.0,4360,4640,1720378017452607.0,1720378018795527.0,280,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
113,user_3,0,4,11,a,1720378018821589.0,1720378020547205.0,4640,4983,1720378018849532.0,1720378020494742.0,343,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
114,user_3,0,4,12,l,1720378020547205.0,1720378022119189.0,4983,5303,1720378020557176.0,1720378022111958.0,320,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
115,user_3,0,4,13,h,1720378022119189.0,1720378023847426.0,5303,5646,1720378022142166.0,1720378023789252.0,343,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
116,user_3,0,4,14,y,1720378023847426.0,1720378026037420.0,5646,6088,1720378023852949.0,1720378025984042.0,442,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
117,user_3,0,4,15,q,1720378026037420.0,1720378029153213.0,6088,6711,1720378026062084.0,1720378029100599.0,623,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
118,user_3,0,4,16,r,1720378029153213.0,1720378031260407.0,6711,7139,1720378029165402.0,1720378031258258.0,428,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
119,user_3,0,4,17,b,1720378031260407.0,1720378033372329.0,7139,7561,1720378031269709.0,1720378033365697.0,422,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
120,user_3,0,4,18,i,1720378033372329.0,1720378035200501.0,7561,7936,1720378033378339.0,1720378035188142.0,375,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
121,user_3,0,4,19,m,1720378035200501.0,1720378037581790.0,7936,8412,1720378035266970.0,1720378037578679.0,476,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
122,user_3,0,4,20,z,1720378037581790.0,1720378039619456.0,8412,8820,1720378037592757.0,1720378039589039.0,408,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
123,user_3,0,4,21,g,1720378039619456.0,1720378041866587.0,8820,9262,1720378039666350.0,1720378041788652.0,442,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
124,user_3,0,4,22,w,1720378041866587.0,1720378043818663.0,9262,9664,1720378041867588.0,1720378043793063.0,402,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
125,user_3,0,4,23,s,1720378043818663.0,1720378045356319.0,9664,9968,1720378043854859.0,1720378045355225.0,304,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
126,user_3,0,4,24,e,1720378045356319.0,1720378047187483.0,9968,10341,1720378045356319.0,1720378047183555.0,373,False,next_label_timestamp,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
127,user_3,0,4,25,n,1720378047187483.0,,10341,10668,1720378047198366.0,1720378048848047.0,327,True,ring_recording_end,data/user_3/0/4_ring_0.bin,data/user_3/0/4_timestamp.txt
128,user_3,0,5,0,D,1720378078316686.0,1720378080537967.0,320,762,1720378078318764.0,1720378080492356.0,442,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
129,user_3,0,5,1,J,1720378080537967.0,1720378082001127.0,762,1058,1720378080542493.0,1720378081988567.0,296,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
130,user_3,0,5,2,F,1720378082001127.0,1720378083855636.0,1058,1426,1720378082002225.0,1720378083781784.0,368,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
