segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,gravity_removal_method,gravity_low_pass_cutoff_hz,gravity_madgwick_beta,is_last_label,segment_end_source,ring_source_path,label_source_path
22,user_13,0,1,1,L,1720566747819977.0,1720566749877164.0,985,1407,1720566747865392.0,1720566749876159.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
23,user_13,0,1,2,T,1720566749877164.0,1720566752593361.0,1407,1942,1720566749952975.0,1720566752586937.0,535,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
24,user_13,0,1,3,F,1720566752593361.0,1720566755544095.0,1942,2531,1720566752601536.0,1720566755482968.0,589,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
25,user_13,0,1,4,J,1720566755544095.0,1720566758149060.0,2531,3053,1720566755552660.0,1720566758082772.0,522,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
26,user_13,0,1,5,B,1720566758149060.0,1720566761237224.0,3053,3677,1720566758150075.0,1720566761188538.0,624,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
27,user_13,0,1,6,X,1720566761237224.0,1720566763838337.0,3677,4199,1720566761266905.0,1720566763776192.0,522,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
28,user_13,0,1,7,E,1720566763838337.0,1720566767047803.0,4199,4842,1720566763870370.0,1720566766992807.0,643,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
29,user_13,0,1,8,U,1720566767047803.0,1720566769671794.0,4842,5371,1720566767056995.0,1720566769659514.0,529,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
30,user_13,0,1,9,N,1720566769671794.0,1720566772526463.0,5371,5947,1720566769674925.0,1720566772496049.0,576,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
31,user_13,0,1,10,M,1720566772526463.0,1720566775631267.0,5947,6570,1720566772559723.0,1720566775584898.0,623,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
32,user_13,0,1,11,G,1720566775631267.0,1720566778452710.0,6570,7132,1720566775663604.0,1720566778377633.0,562,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
33,user_13,0,1,12,Z,1720566778452710.0,1720566781152705.0,7132,7675,1720566778457654.0,1720566781085707.0,543,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
34,user_13,0,1,13,Y,1720566781152705.0,1720566783976207.0,7675,8250,1720566781163800.0,1720566783973537.0,575,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
35,user_13,0,1,14,R,1720566783976207.0,1720566787177612.0,8250,8887,1720566783986294.0,1720566787168688.0,637,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
36,user_13,0,1,15,C,1720566787177612.0,1720566789248512.0,8887,9302,1720566787184682.0,1720566789189397.0,415,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
37,user_13,0,1,16,O,1720566789248512.0,1720566791218971.0,9302,9704,1720566789267155.0,1720566791179545.0,402,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
38,user_13,0,1,17,I,1720566791218971.0,1720566793411458.0,9704,10145,1720566791256217.0,1720566793382736.0,441,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
39,user_13,0,1,18,D,1720566793411458.0,1720566795967397.0,10145,10654,1720566793445478.0,1720566795955787.0,509,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
40,user_13,0,1,19,H,1720566795967397.0,1720566798666602.0,10654,11203,1720566795970400.0,1720566798665494.0,549,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
41,user_13,0,1,20,W,1720566798666602.0,1720566801353394.0,11203,11733,1720566798680161.0,1720566801350160.0,530,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
42,user_13,0,1,21,Q,1720566801353394.0,1720566803903738.0,11733,12254,1720566801370021.0,1720566803901628.0,521,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
43,user_13,0,1,22,A,1720566803903738.0,1720566806270081.0,12254,12723,1720566803950147.0,1720566806263727.0,469,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
44,user_13,0,1,23,P,1720566806270081.0,1720566808689436.0,12723,13219,1720566806276854.0,1720566808678123.0,496,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
45,user_13,0,1,24,K,1720566808689436.0,1720566811244932.0,13219,13721,1720566808754902.0,1720566811197936.0,502,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
46,user_13,0,1,25,V,1720566811244932.0,,13721,14103,1720566811261707.0,1720566813109251.0,382,low-pass,0.2,0.1,True,ring_recording_end,data/user_13/0/1_ring_0.bin,data/user_13/0/1_timestamp.txt
47,user_13,0,2,0,x,1720566840820958.0,1720566843027063.0,664,1105,1720566840866616.0,1720566842982154.0,441,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
48,user_13,0,2,1,b,1720566843027063.0,1720566844952011.0,1105,1487,1720566843050491.0,1720566844946960.0,382,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
49,user_13,0,2,2,y,1720566844952011.0,1720566846770998.0,1487,1856,1720566844957530.0,1720566846757709.0,369,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
50,user_13,0,2,3,p,1720566846770998.0,1720566849068715.0,1856,2317,1720566846774892.0,1720566849065609.0,461,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
51,user_13,0,2,4,w,1720566849068715.0,1720566851027487.0,2317,2712,1720566849081074.0,1720566850981413.0,395,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
52,user_13,0,2,5,q,1720566851027487.0,1720566852884681.0,2712,3094,1720566851053386.0,1720566852877689.0,382,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
53,user_13,0,2,6,a,1720566852884681.0,1720566854699892.0,3094,3455,1720566852891728.0,1720566854694486.0,361,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
54,user_13,0,2,7,s,1720566854699892.0,1720566856441605.0,3455,3797,1720566854751047.0,1720566856374812.0,342,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
55,user_13,0,2,8,k,1720566856441605.0,1720566858617668.0,3797,4239,1720566856450882.0,1720566858593601.0,442,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
56,user_13,0,2,9,f,1720566858617668.0,1720566860528373.0,4239,4621,1720566858646344.0,1720566860478868.0,382,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
57,user_13,0,2,10,m,1720566860528373.0,1720566862756448.0,4621,5063,1720566860553882.0,1720566862746917.0,442,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
58,user_13,0,2,11,z,1720566862756448.0,1720566864433405.0,5063,5404,1720566862765653.0,1720566864405115.0,341,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
59,user_13,0,2,12,n,1720566864433405.0,1720566866275611.0,5404,5779,1720566864446452.0,1720566866274603.0,375,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
60,user_13,0,2,13,v,1720566866275611.0,1720566867863465.0,5779,6088,1720566866287437.0,1720566867788040.0,309,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
61,user_13,0,2,14,l,1720566867863465.0,1720566870086188.0,6088,6549,1720566867866007.0,1720566870085049.0,461,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
62,user_13,0,2,15,j,1720566870086188.0,1720566872142977.0,6549,6951,1720566870153680.0,1720566872078287.0,402,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
63,user_13,0,2,16,c,1720566872142977.0,1720566873988672.0,6951,7330,1720566872146617.0,1720566873988603.0,379,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
64,user_13,0,2,17,i,1720566873988672.0,1720566875916561.0,7330,7714,1720566873988672.0,1720566875885527.0,384,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
65,user_13,0,2,18,e,1720566875916561.0,1720566877606193.0,7714,8056,1720566875951796.0,1720566877605045.0,342,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
66,user_13,0,2,20,d,1720566881257756.0,1720566883421541.0,8780,9221,1720566881286475.0,1720566883385310.0,441,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
67,user_13,0,2,21,o,1720566883421541.0,1720566884931447.0,9221,9522,1720566883446869.0,1720566884891217.0,301,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
68,user_13,0,2,22,u,1720566884931447.0,1720566887093881.0,9522,9965,1720566884951192.0,1720566887080603.0,443,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
69,user_13,0,2,23,r,1720566887093881.0,1720566888785570.0,9965,10306,1720566887158574.0,1720566888779375.0,341,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
70,user_13,0,2,24,g,1720566888785570.0,1720566890775136.0,10306,10702,1720566888852069.0,1720566890771318.0,396,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
71,user_13,0,2,25,h,1720566890775136.0,,10702,11050,1720566890785336.0,1720566892491782.0,348,low-pass,0.2,0.1,True,ring_recording_end,data/user_13/0/2_ring_0.bin,data/user_13/0/2_timestamp.txt
72,user_13,0,3,0,X,1720566918253348.0,1720566920382291.0,362,803,1720566918266322.0,1720566920376902.0,441,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
73,user_13,0,3,1,B,1720566920382291.0,1720566922965042.0,803,1312,1720566920390130.0,1720566922960770.0,509,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
74,user_13,0,3,2,Y,1720566922965042.0,1720566925184915.0,1312,1762,1720566922973859.0,1720566925179079.0,450,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
75,user_13,0,3,3,P,1720566925184915.0,1720566927381521.0,1762,2209,1720566925195287.0,1720566927378272.0,447,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
76,user_13,0,3,4,W,1720566927381521.0,1720566929726555.0,2209,2672,1720566927392897.0,1720566929679448.0,463,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
77,user_13,0,3,5,Q,1720566929726555.0,1720566931908465.0,2672,3114,1720566929758441.0,1720566931898102.0,442,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
78,user_13,0,3,6,A,1720566931908465.0,1720566934119095.0,3114,3555,1720566931960110.0,1720566934087395.0,441,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
79,user_13,0,3,7,S,1720566934119095.0,1720566935755718.0,3555,3877,1720566934147647.0,1720566935751980.0,322,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
80,user_13,0,3,8,K,1720566935755718.0,1720566938139787.0,3877,4360,1720566935765227.0,1720566938080819.0,483,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
81,user_13,0,3,9,F,1720566938139787.0,1720566940399313.0,4360,4821,1720566938158350.0,1720566940397175.0,461,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
82,user_13,0,3,10,M,1720566940399313.0,1720566942982316.0,4821,5331,1720566940461918.0,1720566942971055.0,510,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
83,user_13,0,3,11,Z,1720566942982316.0,1720566944814836.0,5331,5705,1720566942985025.0,1720566944790347.0,374,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
84,user_13,0,3,12,N,1720566944814836.0,1720566947051422.0,5705,6147,1720566944867992.0,1720566947047421.0,442,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
85,user_13,0,3,13,V,1720566947051422.0,1720566948585222.0,6147,6468,1720566947065113.0,1720566948583667.0,321,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
86,user_13,0,3,14,L,1720566948585222.0,1720566950113961.0,6468,6769,1720566948647644.0,1720566950111924.0,301,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
87,user_13,0,3,15,J,1720566950113961.0,1720566952127331.0,6769,7171,1720566950152822.0,1720566952087082.0,402,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
88,user_13,0,3,16,C,1720566952127331.0,1720566953530259.0,7171,7452,1720566952148878.0,1720566953493897.0,281,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
89,user_13,0,3,17,I,1720566953530259.0,1720566955287727.0,7452,7815,1720566953548375.0,1720566955279833.0,363,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
90,user_13,0,3,18,E,1720566955287727.0,1720566957289814.0,7815,8217,1720566955373187.0,1720566957287674.0,402,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
91,user_13,0,3,19,T,1720566957289814.0,1720566959147138.0,8217,8577,1720566957365050.0,1720566959079170.0,360,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
92,user_13,0,3,20,D,1720566959147138.0,1720566961236268.0,8577,9000,1720566959152752.0,1720566961186979.0,423,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
93,user_13,0,3,21,O,1720566961236268.0,1720566963135097.0,9000,9381,1720566961266926.0,1720566963083317.0,381,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
94,user_13,0,3,22,U,1720566963135097.0,1720566965138402.0,9381,9783,1720566963148348.0,1720566965087508.0,402,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
95,user_13,0,3,23,R,1720566965138402.0,1720566967561642.0,9783,10266,1720566965152975.0,1720566967548233.0,483,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
96,user_13,0,3,24,G,1720566967561642.0,1720566969665259.0,10266,10688,1720566967575649.0,1720566969652243.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
97,user_13,0,3,25,H,1720566969665259.0,,10688,11137,1720566969670271.0,1720566971862507.0,449,low-pass,0.2,0.1,True,ring_recording_end,data/user_13/0/3_ring_0.bin,data/user_13/0/3_timestamp.txt
