segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,is_last_label,segment_end_source,ring_source_path,label_source_path
46,user_16,0,1,24,K,1720486652798265.0,1720486654710030.0,9537,9925,1720486652803749.0,1720486654697820.0,388,False,next_label_timestamp,data/user_16/0/1_ring_0.bin,data/user_16/0/1_timestamp.txt
47,user_16,0,1,25,V,1720486654710030.0,,9925,10220,1720486654712028.0,1720486656158473.0,295,True,ring_recording_end,data/user_16/0/1_ring_0.bin,data/user_16/0/1_timestamp.txt
48,user_16,0,2,0,q,1720486683502343.0,1720486686091704.0,296,818,1720486683503842.0,1720486686057052.0,522,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
49,user_16,0,2,1,m,1720486686091704.0,1720486688083522.0,818,1220,1720486686103601.0,1720486688057322.0,402,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
50,user_16,0,2,3,v,1720486695315442.0,1720486696420949.0,2672,2900,1720486695329666.0,1720486696412939.0,228,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
51,user_16,0,2,4,a,1720486696420949.0,1720486698001329.0,2900,3209,1720486696427433.0,1720486697947154.0,309,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
52,user_16,0,2,5,k,1720486698001329.0,1720486699568301.0,3209,3530,1720486698006119.0,1720486699567232.0,321,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
53,user_16,0,2,6,s,1720486699568301.0,1720486700944145.0,3530,3810,1720486699596956.0,1720486700926203.0,280,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
54,user_16,0,2,7,b,1720486700944145.0,1720486702299411.0,3810,4073,1720486700958094.0,1720486702256975.0,263,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
55,user_16,0,2,8,t,1720486702299411.0,1720486703512113.0,4073,4320,1720486702304054.0,1720486703498830.0,247,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
56,user_16,0,2,9,u,1720486703512113.0,1720486704698673.0,4320,4555,1720486703514673.0,1720486704648633.0,235,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
57,user_16,0,2,10,e,1720486704698673.0,1720486705905851.0,4555,4796,1720486704705187.0,1720486705848245.0,241,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
58,user_16,0,2,11,n,1720486705905851.0,1720486707077695.0,4796,5037,1720486705906994.0,1720486707047998.0,241,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
59,user_16,0,2,12,l,1720486707077695.0,1720486708810102.0,5037,5384,1720486707108739.0,1720486708801437.0,347,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
60,user_16,0,2,13,j,1720486708810102.0,1720486710236123.0,5384,5673,1720486708817068.0,1720486710229905.0,289,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
61,user_16,0,2,14,g,1720486710236123.0,1720486711661693.0,5673,5961,1720486710244115.0,1720486711647320.0,288,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
62,user_16,0,2,15,d,1720486711661693.0,1720486713150097.0,5961,6262,1720486711700331.0,1720486713147860.0,301,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
63,user_16,0,2,16,o,1720486713150097.0,1720486715277152.0,6262,6684,1720486713207640.0,1720486715257891.0,422,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
64,user_16,0,2,17,p,1720486715277152.0,1720486716929014.0,6684,7012,1720486715305888.0,1720486716918002.0,328,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
65,user_16,0,2,18,y,1720486716929014.0,1720486718318320.0,7012,7300,1720486716933001.0,1720486718311586.0,288,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
66,user_16,0,2,19,c,1720486718318320.0,1720486719683900.0,7300,7568,1720486718327530.0,1720486719648292.0,268,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
67,user_16,0,2,20,f,1720486719683900.0,1720486721075462.0,7568,7849,1720486719696360.0,1720486721055216.0,281,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
68,user_16,0,2,21,i,1720486721075462.0,1720486722270166.0,7849,8091,1720486721101120.0,1720486722248586.0,242,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
69,user_16,0,2,22,w,1720486722270166.0,1720486723643381.0,8091,8371,1720486722306962.0,1720486723624022.0,280,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
70,user_16,0,2,23,r,1720486723643381.0,1720486725098187.0,8371,8659,1720486723666893.0,1720486725097190.0,288,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
71,user_16,0,2,24,h,1720486725098187.0,1720486726459240.0,8659,8934,1720486725113198.0,1720486726448807.0,275,False,next_label_timestamp,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
72,user_16,0,2,25,z,1720486726459240.0,,8934,9188,1720486726504885.0,1720486727711387.0,254,True,ring_recording_end,data/user_16/0/2_ring_0.bin,data/user_16/0/2_timestamp.txt
73,user_16,0,3,0,Q,1720486753796610.0,1720486755868831.0,261,683,1720486753808043.0,1720486755857656.0,422,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
74,user_16,0,3,1,M,1720486755868831.0,1720486757355668.0,683,983,1720486755904950.0,1720486757330740.0,300,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
75,user_16,0,3,2,X,1720486757355668.0,1720486758687900.0,983,1245,1720486757358987.0,1720486758667874.0,262,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
76,user_16,0,3,3,V,1720486758687900.0,1720486759767253.0,1245,1466,1720486758714616.0,1720486759758834.0,221,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
77,user_16,0,3,4,A,1720486759767253.0,1720486761427033.0,1466,1807,1720486759807074.0,1720486761416759.0,341,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
78,user_16,0,3,5,K,1720486761427033.0,1720486763065915.0,1807,2129,1720486761461657.0,1720486763061229.0,322,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
79,user_16,0,3,6,S,1720486763065915.0,1720486764423968.0,2129,2409,1720486763107899.0,1720486764421457.0,280,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
80,user_16,0,3,7,B,1720486764423968.0,1720486766103276.0,2409,2732,1720486764458981.0,1720486766057953.0,323,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
81,user_16,0,3,8,T,1720486766103276.0,1720486767428847.0,2732,3012,1720486766109250.0,1720486767425245.0,280,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
82,user_16,0,3,9,U,1720486767428847.0,1720486768668575.0,3012,3254,1720486767458501.0,1720486768658479.0,242,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
83,user_16,0,3,10,E,1720486768668575.0,1720486770357867.0,3254,3595,1720486768703795.0,1720486770327494.0,341,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
84,user_16,0,3,11,N,1720486770357867.0,1720486771938939.0,3595,3916,1720486770360106.0,1720486771918367.0,321,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
85,user_16,0,3,12,L,1720486771938939.0,1720486773117846.0,3916,4145,1720486771958165.0,1720486773105771.0,229,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
86,user_16,0,3,13,J,1720486773117846.0,1720486774449677.0,4145,4418,1720486773119839.0,1720486774418679.0,273,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
87,user_16,0,3,14,G,1720486774449677.0,1720486776030764.0,4418,4740,1720486774459802.0,1720486776028606.0,322,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
88,user_16,0,3,15,D,1720486776030764.0,1720486777593304.0,4740,5042,1720486776069784.0,1720486777558219.0,302,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
89,user_16,0,3,16,O,1720486777593304.0,1720486779253673.0,5042,5383,1720486777605707.0,1720486779224662.0,341,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
90,user_16,0,3,17,P,1720486779253673.0,1720486780721548.0,5383,5678,1720486779259694.0,1720486780715234.0,295,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
91,user_16,0,3,18,Y,1720486780721548.0,1720486782689749.0,5678,6067,1720486780729259.0,1720486782658700.0,389,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
92,user_16,0,3,19,C,1720486782689749.0,1720486784076251.0,6067,6348,1720486782722335.0,1720486784058123.0,281,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
93,user_16,0,3,20,F,1720486784076251.0,1720486785829129.0,6348,6697,1720486784109762.0,1720486785814790.0,349,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
94,user_16,0,3,21,I,1720486785829129.0,1720486787184595.0,6697,6971,1720486785830130.0,1720486787127678.0,274,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
95,user_16,0,3,22,W,1720486787184595.0,1720486789705899.0,6971,7473,1720486787204580.0,1720486789668276.0,502,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
96,user_16,0,3,23,R,1720486789705899.0,1720486791997295.0,7473,7935,1720486789706895.0,1720486791958362.0,462,False,next_label_timestamp,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
97,user_16,0,3,25,Z,1720486801260942.0,,9802,10345,1720486801261944.0,1720486803920885.0,543,True,ring_recording_end,data/user_16/0/3_ring_0.bin,data/user_16/0/3_timestamp.txt
